2025-11-27 12:47:38 | PROCESS_STEP_STARTED | image_processor | HOME-PC | 0 | 0 | {"step": 1, "operation": "argument_parsing", "caller_info": {"caller_function": "<module>", "caller_filename": "main.py", "caller_line_number": 24}}
2025-11-27 12:49:22 | PROGRAM_INITIALIZATION_STARTED | image_processor | HOME-PC | 0 | 0 | {"program_start_timestamp": "2025-11-27T12:49:22.506661", "command_line_arguments": ["main.py", "image.jpg", "inverted_image.jpg"], "python_version": "3.12.3 (tags/v3.12.3:f6650f9, Apr  9 2024, 14:05:25) [MSC v.1938 64 bit (AMD64)]", "executable_path": "C:\\Users\\Timur\\PycharmProjects\\timp_5\\.venv\\Scripts\\python.exe", "caller_info": {"caller_function": "get_parse", "caller_filename": "arg_pars.py", "caller_line_number": 22}}
2025-11-27 12:49:22 | ARGUMENT_PARSING_COMPLETED | image_processor | HOME-PC | 0 | 0 | {"parsed_arguments": {"input_image_path": "image.jpg", "output_image_path": "inverted_image.jpg", "arguments_count": 2, "input_file_extension": ".jpg", "output_file_extension": ".jpg"}, "parsing_duration_ms": 1.96, "caller_info": {"caller_function": "get_parse", "caller_filename": "arg_pars.py", "caller_line_number": 40}}
2025-11-27 12:49:22 | PROCESS_STEP_STARTED | image_processor | HOME-PC | 0 | 0 | {"step": 2, "operation": "path_validation", "caller_info": {"caller_function": "<module>", "caller_filename": "main.py", "caller_line_number": 27}}
2025-11-27 12:49:22 | PATH_VALIDATION_STARTED | image_processor | HOME-PC | 0 | 0 | {"validation_parameters": {"input_path": "image.jpg", "output_path": "inverted_image.jpg"}, "caller_info": {"caller_function": "validate_paths", "caller_filename": "arg_pars.py", "caller_line_number": 78}}
2025-11-27 12:49:22 | PATH_VALIDATION_COMPLETED | image_processor | HOME-PC | 0 | 0 | {"validation_duration_ms": 1.0, "validation_result": "SUCCESS", "caller_info": {"caller_function": "validate_paths", "caller_filename": "arg_pars.py", "caller_line_number": 97}}
2025-11-27 12:49:22 | PROCESS_STEP_STARTED | image_processor | HOME-PC | 0 | 0 | {"step": 3, "operation": "image_reading", "caller_info": {"caller_function": "<module>", "caller_filename": "main.py", "caller_line_number": 30}}
2025-11-27 12:49:22 | IMAGE_READING_STARTED | image_processor | HOME-PC | 0 | 0 | {"source_file_path": "image.jpg", "source_file_size_bytes": 773196, "caller_info": {"caller_function": "read_image", "caller_filename": "process_image.py", "caller_line_number": 24}}
2025-11-27 12:49:22 | IMAGE_DIMENSION_ANALYSIS_STARTED | image_processor | HOME-PC | 0 | 0 | {"caller_info": {"caller_function": "get_size", "caller_filename": "process_image.py", "caller_line_number": 62}}
2025-11-27 12:49:22 | PROCESS_STEP_STARTED | image_processor | HOME-PC | 0 | 0 | {"step": 4, "operation": "histogram_calculation", "caller_info": {"caller_function": "<module>", "caller_filename": "main.py", "caller_line_number": 36}}
2025-11-27 12:49:22 | HISTOGRAM_ANALYSIS_STARTED | image_processor | HOME-PC | 0 | 0 | {"channels_to_analyze": ["blue", "green", "red"], "bins_count": 256, "caller_info": {"caller_function": "make_hist", "caller_filename": "process_hist.py", "caller_line_number": 23}}
2025-11-27 12:49:22 | HISTOGRAM_DISPLAY_STARTED | image_processor | HOME-PC | 0 | 0 | {"caller_info": {"caller_function": "print_hist", "caller_filename": "process_hist.py", "caller_line_number": 63}}
2025-11-27 12:49:28 | HISTOGRAM_DISPLAY_COMPLETED | image_processor | HOME-PC | 0 | 0 | {"display_duration_ms": 5705.31, "caller_info": {"caller_function": "print_hist", "caller_filename": "process_hist.py", "caller_line_number": 81}}
2025-11-27 12:49:32 | PROCESS_STEP_STARTED | image_processor | HOME-PC | 0 | 0 | {"step": 5, "operation": "result_saving", "caller_info": {"caller_function": "<module>", "caller_filename": "main.py", "caller_line_number": 43}}
2025-11-27 12:49:32 | IMAGE_SAVING_STARTED | image_processor | HOME-PC | 0 | 0 | {"output_path": "inverted_image.jpg", "image_properties": {"shape": "(1024, 1024, 3)", "dtype": "uint8"}, "caller_info": {"caller_function": "save_data", "caller_filename": "process_image.py", "caller_line_number": 122}}
2025-11-27 12:49:32 | APPLICATION_COMPLETED_SUCCESSFULLY | image_processor | HOME-PC | 0 | 0 | {"performance_summary": {"total_operations": 5, "total_duration_ms": 10080.13, "average_operation_duration_ms": 1008.01}, "caller_info": {"caller_function": "<module>", "caller_filename": "main.py", "caller_line_number": 47}}
